site,date,flue,is_flue_drought,cluster,NR_B1,NR_B2,NR_B3,NR_B4,NR_B5,NR_B6,NR_B7,LST,t2m_era5,ssrd_era5,pcwd_era5,vegtype
NL-Loo,2008-03-06,1.0035346294955196,FALSE,cLS,0.019340000000000003,0.1065,NA,0.0171,NA,0.0615,0.028573333333333333,278.1879943933333,279.753814697266,2264800.5,0,ENF
NL-Loo,2008-03-07,1.0044611027889687,FALSE,cLS,0.024460000000000003,0.1803,NA,0.0301,0.19283333333333333,0.1452,0.04861333333333332,280.26199543666667,279.995697021484,5861492,0,ENF
NL-Loo,2008-03-08,1.0080325526771146,FALSE,cLS,0.02316,0.1808,NA,0.0302,0.19188666666666668,NA,NA,281.4773274666667,279.336547851562,8566662,0,ENF
NL-Loo,2008-03-09,1.008995236711542,FALSE,cLS,0.025740000000000002,0.1814,0.014400000000000001,0.0303,0.18668666666666667,NA,0.044346666666666666,281.22666015,280.498321533203,1733849,0,ENF
NL-Loo,2008-03-10,0.9963145727904774,FALSE,cLS,0.02536,0.1819,0.014279999999999998,0.0304,0.1928466666666667,0.1447,0.047360000000000006,280.1639953533333,278.776214599609,5481187,0,ENF
NL-Loo,2008-03-11,1.0087494816887437,FALSE,cLS,0.0278,0.1748,0.01694,0.0307,0.18433333333333335,0.1091,0.04691333333333334,281.99132893999996,280.698272705078,8425447,0,ENF
NL-Loo,2008-03-12,0.9883714662649946,FALSE,cLS,0.026140000000000004,0.1732,0.015560000000000001,NA,NA,0.1098,NA,280.34465941666673,280.240325927734,5811022.5,0,ENF
NL-Loo,2008-03-13,0.9795594205276644,FALSE,cLS,0.024960000000000003,NA,0.01318,0.03,0.19172666666666666,0.1104,0.049253333333333336,283.55932921666664,280.146545410156,10631027,0,ENF
NL-Loo,2008-03-14,0.9946761512223012,FALSE,cLS,0.02984,0.1808,0.0157,NA,0.1838066666666667,0.1257,0.04808666666666668,283.5899963,279.807678222656,12917855,0,ENF
NL-Loo,2008-03-15,0.9907279389049912,FALSE,cLS,0.02586,0.1808,0.01462,NA,0.18794000000000002,0.1255,0.04594666666666667,282.88265991000003,280.724761962891,7321693,0.212664064419912,ENF
NL-Loo,2008-03-27,0.966732870761046,FALSE,cLS,0.0301,0.1993,0.01666,0.0344,0.20785999999999996,0.1006,0.05250666666666667,281.67732950666664,276.995941162109,7870634,0.567845334116825,ENF
NL-Loo,2008-03-28,0.9622997324193951,FALSE,cLS,0.03844,0.2067,NA,NA,0.21671333333333334,0.1007,0.05650000000000001,282.9486592633333,279.701995849609,7067218,0,ENF
NL-Loo,2008-03-29,0.9770491423251468,FALSE,cLS,0.029599999999999998,NA,0.016179999999999996,0.0381,NA,0.1008,0.051120000000000006,285.6626617433333,281.307037353516,13896508,0,ENF
NL-Loo,2008-03-30,0.968241183005714,FALSE,cLS,0.03064,0.2079,0.019319999999999997,0.0382,NA,0.1009,NA,282.7673258566667,282.504760742188,7902728,0,ENF
NL-Loo,2008-03-31,0.9684974704162927,FALSE,cLS,NA,0.2085,NA,0.0382,NA,0.1011,0.04988,NA,281.662384033203,12996940,0,ENF
NL-Loo,2008-04-01,0.9690163026762306,FALSE,cLS,0.06785555555555556,NA,0.0334,NA,0.2758689655172414,32767,0.1577448275862069,282.41999002666665,280.963104248047,9090688,0,ENF
NL-Loo,2008-04-02,0.974832674008008,FALSE,cLS,NA,NA,NA,0.058,0.2751862068965517,NA,NA,283.28332417,281.09423828125,12646428,0.0087221941774156,ENF
NL-Loo,2008-04-03,0.9804237333349596,FALSE,cLS,NA,32767,0.5824666666666666,32767,NA,32767,NA,NA,280.471710205078,8933086,1.40304999134567,ENF
NL-Loo,2008-04-04,0.9725281521063204,FALSE,cLS,0.6416333333333333,NA,0.5824666666666666,NA,0.18389655172413796,32767,NA,NA,280.573822021484,5446716,2.66686742338913,ENF
NL-Loo,2008-04-08,0.9729433612372064,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,32767,0.03489655172413793,NA,277.121551513672,18764230,4.62413166444505,ENF
NL-Loo,2008-04-09,0.9815858011966566,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,32767,NA,32767,0.03489655172413793,286.4199982,278.369262695312,18295546,6.4870292197541,ENF
NL-Loo,2008-04-10,0.9756641398813896,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,32767,NA,280.77532754333333,278.721740722656,14381404,8.33865808523123,ENF
NL-Loo,2008-04-11,0.9724728933294146,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,32767,NA,281.3453277533334,279.515472412109,13282456,9.68591689768608,ENF
NL-Loo,2008-04-12,0.9729669821427768,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,NA,0.03489655172413793,282.85132548666667,280.707672119141,15513950,10.8895670497038,ENF
NL-Loo,2008-04-13,0.9826866855561476,FALSE,cLS,0.6416333333333333,32767,NA,32767,NA,32767,0.03489655172413793,282.49132488,280.579010009766,16000712,11.1032376030502,ENF
NL-Loo,2008-04-16,0.9846039873648724,FALSE,cLS,0.04626,0.1903,0.025460000000000003,0.0416,0.22122,0.136,0.08458,282.7399932833333,277.465057373047,17488408,15.342346655886,ENF
NL-Loo,2008-04-17,0.9848949443949204,FALSE,cLS,0.041100000000000005,NA,0.02178,0.0417,NA,NA,NA,285.1533284533333,278.128540039062,21238574,17.1209331778615,ENF
NL-Loo,2008-04-18,0.9922592479377276,FALSE,cLS,0.04526,0.1914,NA,0.0418,0.21153333333333332,0.1363,0.07492666666666667,NA,280.262329101562,11544766,18.4930167427887,ENF
NL-Loo,2008-04-19,0.9849041083360188,FALSE,cLS,NA,0.1931,NA,0.0421,0.21284666666666668,NA,0.07038666666666667,285.9639943433333,280.755706787109,10230118,20.3573629526274,ENF
NL-Loo,2008-04-20,0.9906582343807936,FALSE,cLS,0.0383,0.1936,0.018980000000000004,0.0422,0.20296000000000003,0.1427,NA,289.2206593833334,283.264068603516,12526834,22.1397547349516,ENF
NL-Loo,2008-04-21,0.9932685173107664,FALSE,cLS,0.03972,0.1942,NA,0.0423,0.2022066666666667,0.1428,0.06982,NA,284.563934326172,21213314,24.007509478093,ENF
NL-Loo,2008-04-22,0.9918808142206884,FALSE,cLS,0.040519999999999994,0.1948,0.02088,0.0423,NA,0.1431,NA,NA,284.389068603516,15529862,25.8735421612287,ENF
NL-Loo,2008-04-23,0.9902529837606155,FALSE,cLS,0.0407,0.1954,0.0192,NA,0.20821333333333333,0.1436,0.07475333333333332,NA,285.547515869141,16013798,27.4256302690822,ENF
NL-Loo,2008-04-24,0.991831501656014,FALSE,cLS,NA,0.196,0.020479999999999998,0.0425,NA,0.144,0.07250666666666668,288.5866597566667,284.533782958984,14819802,27.486193952299,ENF
NL-Loo,2008-04-25,0.9955647104223074,FALSE,cLS,NA,0.1966,0.019819999999999997,0.0426,0.21225333333333332,0.1445,0.07127333333333333,290.2499928766667,283.430267333984,16883932,29.313206428721,ENF
NL-Loo,2008-04-26,1.0021783697811395,FALSE,cLS,0.04054000000000001,0.1972,NA,NA,NA,NA,NA,292.37998960000004,286.091644287109,16866186,30.9201558390621,ENF
NL-Loo,2008-04-27,1.0137535658861767,FALSE,cLS,0.043,NA,0.0237,0.0447,0.2157,0.1359,0.0745,295.7933268200001,288.096160888672,17027504,32.7861900224093,ENF
NL-Loo,2008-04-28,0.9969320768983904,FALSE,cLS,NA,0.196,0.0227,0.0432,0.214,0.152,0.0737,286.0213267066666,284.525726318359,8582682,32.2821879399547,ENF
NL-Loo,2008-04-29,1.0009025853132387,FALSE,cLS,0.0401,0.1963,0.0228,NA,0.2142,0.1525,0.0738,287.64332478666677,283.834259033203,18449008,28.1969362367346,ENF
NL-Loo,2008-04-30,0.9969977449946515,FALSE,cLS,0.037,0.1957,0.0211,NA,0.2128,NA,NA,NA,285.416442871094,14755598,27.388179098003,ENF
NL-Loo,2008-05-01,0.9970371826191216,FALSE,cLS,0.0368,0.1968,0.021,NA,0.2151,NA,0.0727,NA,283.184051513672,18607622,26.5076213401815,ENF
NL-Loo,2008-05-02,1.001020728964281,FALSE,cLS,0.0367,0.1975,0.0211,0.041,0.2157,NA,0.0721,NA,283.437591552734,21055664,28.9711828177676,ENF
NL-Loo,2008-05-03,1.0076666958083182,FALSE,cLS,0.0378,0.1982,0.0218,0.042,0.2177,NA,0.0732,290.1633270133334,285.202117919922,18800808,31.8014898702192,ENF
NL-Loo,2008-05-04,1.0090113561594969,FALSE,cLS,NA,0.1982,0.0219,0.0419,NA,0.1512,0.0738,294.95999144999996,287.22705078125,24902636,34.688515631618,ENF
NL-Loo,2008-05-05,1.004335069237222,FALSE,cLS,0.0373,NA,0.0219,NA,0.2177,0.1497,0.0728,NA,287.665313720703,25622544,37.5755413930169,ENF
NL-Loo,2008-05-06,1.0076786130238269,FALSE,cLS,0.0373,NA,0.0218,0.0416,0.2183,0.1498,0.073,298.45999145,289.08837890625,22200198,40.438296262389,ENF
NL-Loo,2008-05-07,1.0099480101281937,FALSE,cLS,0.038,0.2012,0.022,0.0422,0.221,NA,0.0725,NA,289.896026611328,24963580,43.3244637169258,ENF
NL-Loo,2008-05-08,1.0121671082439057,FALSE,cLS,0.0381,0.2015,NA,0.0423,0.2215,0.1521,0.0726,NA,290.719879150391,25828352,46.2114894783247,ENF
NL-Loo,2008-05-09,1.0137029405543627,FALSE,cLS,0.0382,0.2019,NA,NA,0.222,0.1525,NA,NA,291.889312744141,26028656,49.0976628933487,ENF
NL-Loo,2008-05-10,1.0169222683945125,FALSE,cLS,0.0384,NA,0.0223,NA,NA,0.153,NA,303.86000064999996,292.715393066406,26031868,51.9846886547476,ENF
NL-Loo,2008-05-11,1.0186252218124627,FALSE,cLS,0.0385,0.2026,0.0223,NA,0.2229,0.1534,0.0731,302.20999145,292.300415039062,26278476,54.8717144161465,ENF
NL-Loo,2008-05-12,1.0070611323905403,FALSE,cLS,0.0386,0.203,NA,NA,0.2233,0.1538,0.0732,NA,292.766876220703,21732612,57.7564958790881,ENF
NL-Loo,2008-05-13,1.000421356271898,FALSE,cLS,NA,0.2012,NA,0.0419,NA,0.1526,NA,296.95999144999996,292.223907470703,21381684,60.6417990662757,ENF
NL-Loo,2008-05-14,0.9977251974152316,FALSE,cLS,NA,NA,0.0226,0.0418,NA,0.1517,0.0714,301.25997925,291.682037353516,22345096,63.3646473552042,ENF
NL-Loo,2008-05-15,1.0265145550860446,FALSE,cLS,NA,0.2026,0.0226,0.0418,NA,0.1518,0.0714,294.1439941433334,290.274078369141,19496236,66.1926445530478,ENF
NL-Loo,2008-05-16,1.0316701991563628,FALSE,cLS,0.0381,0.2047,NA,NA,0.2238,0.1522,NA,284.86532593333334,286.558258056641,7808932,68.3989983678354,ENF
NL-Loo,2008-05-17,1.0174830068893927,FALSE,cLS,0.0391,0.2092,0.0225,0.0428,0.2249,0.1535,0.0729,283.78599445666674,284.268707275391,7358210,67.6115076748952,ENF
NL-Loo,2008-05-18,1.041307993116179,FALSE,cLS,NA,0.2091,0.0233,0.0431,NA,0.155,0.0739,290.0486602866667,283.780853271484,19342766,70.4253862116825,ENF
NL-Loo,2008-05-19,1.0311010790474964,FALSE,cLS,0.0392,NA,NA,0.0419,NA,0.1542,NA,286.08066101000003,282.998046875,16641536,73.1163344759874,ENF
NL-Loo,2008-05-20,1.0230051297765517,FALSE,cLS,0.0414,0.212,NA,NA,0.2225,0.156,0.0705,291.37998964999997,283.964813232422,24060124,75.7696303581309,ENF
NL-Loo,2008-05-21,1.017224793675184,FALSE,cLS,0.0414,0.2125,0.0248,0.0449,0.2227,0.1561,0.0706,NA,286.385833740234,21050272,78.6530492972827,ENF
NL-Loo,2008-05-22,1.01716240859786,FALSE,cLS,NA,0.2096,0.02162,0.0448,0.2177,0.1585,0.0701,292.4339914966667,288.162139892578,17662280,81.5315736479062,ENF
NL-Loo,2008-05-23,1.0127740912303758,FALSE,cLS,0.03716,NA,NA,0.0447,0.2120733333333333,NA,NA,296.24332682333335,289.608856201172,21023048,84.4168674110234,ENF
NL-Loo,2008-05-24,1.009795055628994,FALSE,cLS,0.0414,0.2143,0.021,0.0446,0.2216133333333333,0.158,0.07948666666666666,299.27999875,290.371612548828,19697548,87.3028305861153,ENF
NL-Loo,2008-05-25,1.018067334019516,FALSE,cLS,0.04118,0.2147,0.0219,0.0447,0.22286666666666666,0.1582,0.07001333333333333,290.7619964666667,287.652984619141,8664688,82.3373206526766,ENF
NL-Loo,2008-05-26,0.991788586289374,FALSE,cLS,NA,NA,0.0256,0.0465,0.2208,0.1562,0.0693,289.25132955000004,287.120391845703,10748768,84.3989775565986,ENF
NL-Loo,2008-05-27,0.9850406204763053,FALSE,cLS,NA,NA,0.0257,0.0466,0.2212,NA,0.0693,294.3466593466666,289.252899169922,13788226,81.4101508933461,ENF
NL-Loo,2008-05-28,0.9978637173130778,FALSE,cLS,0.0432,0.21560000000000001,NA,0.0467,NA,0.1564,0.0692,296.68399251333335,292.803894042969,19061864,78.8056712777504,ENF
NL-Loo,2008-05-29,0.9963591664684258,FALSE,cLS,0.04536,NA,0.02102,0.0447,0.22328,NA,0.06620666666666666,291.4426574733334,291.532775878906,12030672,0,ENF
NL-Loo,2008-05-30,0.9905336339624362,FALSE,cLS,0.039180000000000006,NA,0.02226,0.0448,NA,0.1509,0.06925333333333333,291.38665975,290.711456298828,15268632,2.7683248430066,ENF
NL-Loo,2008-05-31,0.9858485749050632,FALSE,cLS,0.03568,0.2165,0.02092,NA,NA,0.151,0.06821999999999999,293.2866617766667,288.603912353516,14913896,5.11416155922584,ENF
NL-Loo,2008-06-01,0.9933421478860386,FALSE,cLS,0.03676,0.2189,0.02002,0.0464,0.22634666666666667,NA,0.06675999999999999,NA,290.796447753906,13151152,2.51897247132459,ENF
NL-Loo,2008-06-03,0.9912417037043658,FALSE,cLS,0.04071999999999999,0.2269,0.0199,0.0463,0.23841333333333334,0.1375,0.06703333333333333,296.7126597133334,291.651092529297,13434264,5.91546031993804,ENF
NL-Loo,2008-06-04,0.9916135540917524,FALSE,cLS,0.04218,0.2273,NA,0.0463,0.23705999999999997,NA,0.07016666666666667,294.13133036,290.034820556641,13951636,9.53847910113345,ENF
NL-Loo,2008-06-05,0.9981065972113592,FALSE,cLS,0.039880000000000006,0.2277,0.023280000000000002,0.0462,0.23622,0.1373,0.07008666666666666,293.8753295866667,289.658355712891,12573232,12.9028166780425,ENF
NL-Loo,2008-06-06,0.9867074653223876,FALSE,cLS,NA,NA,0.01896,0.0461,0.2203066666666667,0.1373,0.07098666666666667,300.73999734999995,292.1572265625,20187960,16.6269072795057,ENF
NL-Loo,2008-06-07,0.98468588204785,FALSE,cLS,NA,NA,0.021,0.046,NA,NA,0.07363333333333336,NA,291.494720458984,19101196,20.248553836923,ENF
NL-Loo,2008-06-08,1.0019674674827737,FALSE,cLS,0.0449,0.2213,0.021559999999999996,0.0459,0.23344000000000004,0.1371,0.07508,297.3186584433333,292.445556640625,24348012,23.9588592966541,ENF
NL-Loo,2008-06-09,0.9940120516140936,FALSE,cLS,0.0377,NA,0.021679999999999998,0.0458,0.21128,0.1367,NA,NA,292.334594726562,27199000,27.6846724723287,ENF
NL-Loo,2008-06-10,1.0037950380758398,FALSE,cLS,NA,0.2219,NA,NA,0.2311666666666667,0.1368,0.0724,296.8326619366666,289.930786132812,22968968,31.3306307689988,ENF
NL-Loo,2008-06-11,1.0250144552145175,FALSE,cLS,NA,NA,0.013979999999999998,0.0306,0.21418,0.1329,0.040293333333333334,290.95532836333336,287.063507080078,19637712,33.1186759882675,ENF
NL-Loo,2008-06-12,1.015847729845126,FALSE,cLS,0.022439999999999998,NA,NA,NA,0.20395333333333335,NA,0.039073333333333335,286.06132812,285.265258789062,13849140,34.1617115766176,ENF
NL-Loo,2008-06-13,1.0197606132560115,FALSE,cLS,0.019880000000000002,NA,0.01238,0.03,0.20814666666666662,0.133,NA,288.99532775666665,285.071624755859,21554740,35.7288740895422,ENF
NL-Loo,2008-06-14,1.008890090763067,FALSE,cLS,0.02264,NA,0.01454,0.03,NA,0.1331,0.03885333333333333,287.41732787,285.191772460938,19481084,37.4059207919085,ENF
NL-Loo,2008-06-15,1.0179406181373036,FALSE,cLS,0.022799999999999997,NA,NA,NA,NA,0.1332,0.04954,NA,285.515777587891,21826652,37.0299541900264,ENF
NL-Loo,2008-06-16,1.0247930741960074,FALSE,cLS,0.021560000000000003,NA,NA,0.031,0.20334,0.1357,NA,290.3573252466667,284.903686523438,20925024,39.4088666557962,ENF
NL-Loo,2008-06-17,1.0015852346119187,FALSE,cLS,0.02276,0.2252,0.01348,0.0346,NA,0.1256,0.043993333333333336,293.51998905,286.894439697266,22640544,43.1333972139528,ENF
NL-Loo,2008-06-19,0.9967559413671988,FALSE,cLS,NA,NA,0.014499999999999999,0.0301,0.21524000000000001,0.1381,NA,292.0799947066667,288.988006591797,15142652,47.145641381005,ENF
NL-Loo,2008-06-20,0.9855481391337986,FALSE,cLS,0.02034,NA,0.01148,0.0302,0.21058666666666664,NA,NA,291.26333109333336,288.913116455078,20214304,48.5253477517723,ENF
NL-Loo,2008-06-22,0.9956038375847422,FALSE,cLS,0.024780000000000003,0.2319,NA,0.0363,0.23160666666666666,0.1381,0.04722,NA,292.955261230469,21046996,54.9692394361936,ENF
NL-Loo,2008-06-23,1.0133009270347104,FALSE,cLS,0.02458,NA,0.01356,0.0363,0.22440000000000002,0.1381,NA,289.8999939,288.082122802734,19080708,57.8674493369118,ENF
NL-Loo,2008-06-24,0.9853600298273444,FALSE,cLS,0.02652,NA,NA,0.0372,NA,0.1353,NA,297.3799896,289.017883300781,27805284,61.5916271646014,ENF
NL-Loo,2008-06-25,0.9946833366024156,FALSE,cLS,0.02978,0.2324,NA,NA,0.22393999999999997,0.1367,0.05283333333333333,295.20732625999995,291.845184326172,22594076,65.2528153065746,ENF
NL-Loo,2008-06-28,0.9722475368180812,FALSE,cLS,0.025460000000000003,NA,0.015439999999999999,0.0382,NA,0.1366,0.047426666666666666,295.79532471,291.043212890625,14649330,66.4053650829592,ENF
NL-Loo,2008-06-29,0.9828874588126844,FALSE,cLS,0.0298,0.2384,0.01824,NA,0.23435999999999998,0.1365,NA,294.70066019666666,290.277862548828,15169212,69.4059520728836,ENF
NL-Loo,2008-06-30,1.015538044940184,FALSE,cLS,0.02716,NA,0.01628,0.0398,NA,NA,0.04919333333333334,294.0013285333333,290.331695556641,17910488,73.1089688184279,ENF
NL-Loo,2008-07-01,0.9725164424326576,FALSE,cLS,0.02756,0.2384,0.0149,0.0399,0.22769999999999999,0.1362,0.052673333333333336,303.4799957,293.061248779297,28493426,76.5637844194256,ENF
NL-Loo,2008-07-03,0.9770074040242012,FALSE,cLS,NA,0.2449,0.01768,0.041,NA,0.1386,0.055306666666666664,291.5139923066667,291.025482177734,8904448,74.1871904009999,ENF
NL-Loo,2008-07-04,0.9750229838268696,FALSE,cLS,0.02626,0.2451,NA,NA,NA,NA,0.049106666666666673,294.3886617133333,289.671600341797,20765816,74.8612747002429,ENF
NL-Loo,2008-07-05,0.9679478670660436,FALSE,cLS,0.03134,0.2451,0.01756,0.043,0.2462666666666667,0.1346,0.058693333333333333,295.75932821,290.636352539062,23168574,76.1976418072385,ENF
NL-Loo,2008-07-06,0.980350081503054,FALSE,cLS,0.030459999999999997,0.2453,0.018580000000000003,0.0431,0.24080666666666667,0.1345,0.05960666666666666,296.8286621133333,291.25048828125,21547472,74.5059930752981,ENF
NL-Loo,2008-07-08,0.9738247561797418,FALSE,cLS,0.032639999999999995,0.2447,0.01802,0.043,NA,0.1342,0.054213333333333336,291.78999226999997,288.018890380859,16621932,0,ENF
NL-Loo,2008-07-09,0.9958084176367442,FALSE,cLS,0.030379999999999997,0.2443,0.0179,NA,0.23850000000000005,0.1341,NA,292.4459950766667,288.121978759766,14636000,0,ENF
NL-Loo,2008-07-10,0.9679783173535362,FALSE,cLS,NA,NA,0.022444444444444444,0.0478,0.26099310344827586,32767,0.06592068965517241,288.71932678666667,289.983001708984,8028260,0,ENF
NL-Loo,2008-07-11,0.9730820776945412,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,32767,0.03489655172413793,289.26999613333334,289.808319091797,16472024,1.17974076885638,ENF
NL-Loo,2008-07-12,0.9784451349493972,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,32767,0.03489655172413793,289.2146606366667,287.983795166016,18436540,0,ENF
NL-Loo,2008-07-13,0.9832275169749988,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,NA,0.03489655172413793,290.68865966,287.796844482422,19498184,1.90404209308235,ENF
NL-Loo,2008-07-14,0.9730140919141462,FALSE,cLS,0.6416333333333333,32767,NA,32767,0.18389655172413796,32767,0.03489655172413793,293.6553304,289.453857421875,20273810,5.19591102259982,ENF
NL-Loo,2008-07-16,0.9999909944345589,FALSE,cLS,NA,32767,0.5824666666666666,32767,0.18389655172413796,NA,0.03489655172413793,NA,289.512725830078,14570916,8.76717472099332,ENF
NL-Loo,2008-07-17,0.9870524723597224,FALSE,cLS,0.03977777777777777,0.213,0.020944444444444446,NA,NA,32767,0.06860344827586208,NA,287.336944580078,7118198,6.34262262028184,ENF
NL-Loo,2008-07-18,0.9815904682672346,FALSE,cLS,0.02504,0.2223,NA,0.0348,0.20928666666666665,NA,NA,289.2373260433333,288.549591064453,9707924,5.82947366521144,ENF
NL-Loo,2008-07-21,0.9812004364006668,FALSE,cLS,0.023660000000000004,0.2212,0.014599999999999998,0.0347,NA,0.1239,NA,287.47666218666666,286.623779296875,8682098,0,ENF
NL-Loo,2008-07-22,0.97155942027286,FALSE,cLS,0.02532,NA,0.015040000000000001,0.0347,NA,0.1237,NA,291.5719929966666,288.765960693359,14089794,3.04809012333771,ENF
NL-Loo,2008-08-07,0.9644003258945942,FALSE,cLS,0.031439999999999996,0.2176,0.01888,NA,0.21388666666666664,0.1249,0.05279333333333333,294.30399069000003,292.792877197266,9984726,0,ENF
NL-Loo,2008-08-08,0.968478601116098,FALSE,cLS,0.029160000000000002,0.2173,0.01684,0.0387,0.22445333333333334,NA,0.05241333333333333,294.17199503999996,289.476043701172,11956672,0,ENF
NL-Loo,2008-08-09,0.962114433275827,FALSE,cLS,0.02768,0.2154,0.01634,0.0383,NA,0.1232,0.05189333333333334,291.6199971533333,289.535400390625,12863126,0,ENF
NL-Loo,2008-08-10,0.9682835539990826,FALSE,cLS,NA,0.2357,0.022779999999999998,NA,0.24306666666666663,0.1338,0.06376,294.23466085,290.694671630859,12038034,0,ENF
NL-Loo,2008-08-11,0.9607626844934966,FALSE,cLS,0.0358,NA,0.021419999999999998,0.0461,0.23857333333333333,0.1335,0.06299333333333333,293.3073272633334,289.984649658203,13521668,0.922612389655131,ENF
NL-Loo,2008-08-12,0.965080947678474,FALSE,cLS,0.038060000000000004,0.2351,0.021759999999999995,0.0463,0.24666666666666667,0.1332,0.06598666666666667,294.8593281966667,290.436645507812,13924962,0,ENF
NL-Loo,2008-08-13,0.9647978999004612,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,32767,0.03489655172413793,NA,289.457427978516,14419980,0,ENF
NL-Loo,2008-08-15,0.9827300306576494,FALSE,cLS,0.6416333333333333,NA,0.5824666666666666,32767,NA,32767,0.03489655172413793,291.25532734999996,287.893707275391,18320232,1.50075311317416,ENF
NL-Loo,2008-08-16,0.9657573226099772,FALSE,cLS,NA,NA,0.5824666666666666,32767,0.18389655172413796,32767,NA,292.81799519666663,289.281768798828,18680226,4.11612546005202,ENF
NL-Loo,2008-08-17,0.9897879686678596,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,NA,NA,32767,0.03489655172413793,NA,290.254669189453,13893770,4.37576854080185,ENF
NL-Loo,2008-08-18,0.9624135651264042,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,32767,NA,32767,NA,NA,289.94140625,10291226,3.26850645199017,ENF
NL-Loo,2008-08-19,0.9653216537996868,FALSE,cLS,0.6416333333333333,NA,0.5824666666666666,NA,0.18389655172413796,NA,0.03489655172413793,289.3859934533333,290.620513916016,14323622,0.452244155694728,ENF
NL-Loo,2008-08-20,0.958482126984881,FALSE,cLS,NA,32767,NA,32767,0.18389655172413796,32767,0.03489655172413793,NA,289.724517822266,11084070,0,ENF
NL-Loo,2008-08-21,0.9926383710310674,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,32767,0.03489655172413793,289.67866007666663,289.676727294922,10006750,0,ENF
NL-Loo,2008-08-22,0.9612103160650316,FALSE,cLS,0.6416333333333333,32767,NA,32767,0.18389655172413796,NA,0.03489655172413793,NA,288.005035400391,8190726,0.397189413302857,ENF
